RBB,Rabbit-Air,RABBIT,Switzerland
ACE,Race Cargo Airlines,Fastcargo,Ghana
GBR,Rader Aviation,GREENBRIER AIR,United States
RAJ,Raji Airlines,RAJI,Pakistan
RFA,Raleigh Flying Service,RALEIGH SERVICE,United States
REX,Ram Air Freight,RAM EXPRESS,United States
RMT,Ram Aircraft Corporation,RAM FLIGHT,United States
PPK,Ramp 66,PELICAN,United States
RGM,Rangemile Limited,RANGEMILE,United Kingdom
MWR,Raslan Air Service,RASLAN,Egypt
RAQ,Rath Aviation,RATH AVIATION,Austria
CSM,Ratkhan Air,LORRY,Kazakhstan
RVR,Raven Air,RAVEN,United Kingdom
RVN,Raven Air,RAVEN U-S,United States
REI,Ray Aviation,RAY AVIATION,Israel
RTN,Raytheon Aircraft Company,RAYTHEON,United States
RCJ,Raytheon Corporate Jets,NEWPIN,United Kingdom
KSS,Raytheon Travel Air,KANSAS,United States
RCB,Real Aero Club De Baleares,BALEARES,Spain
CDT,Real Aero Club de Reus-Costa Dorado,AEROREUS,Spain
RCD,Real Aeroclub De Ternerife,AEROCLUB,Spain
RLV,Real Aviation,REAL,Ghana
REB,Rebus,REBUS,Bulgaria
PSH,Red Aviation,PASSION,United Kingdom
RBN,Red Baron Aviation,RED BARON,United States
DEV,Red Devils Parachute Display Team,RED DEVILS,United Kingdom
RDV,Red Sea Aviation,RED AVIATION,Egypt
RSV,Red Sky Ventures,RED SKY,Namibia
STR,Red Star,STARLINE,United Arab Emirates
RHC,Redhill Aviation,REDAIR,United Kingdom
RAV,Reed Aviation,REED AVIATION,United Kingdom
REF,Reef Air,REEF AIR,New Zealand
REK,Reem Air,REEM AIR,Kyrgyzstan
RVV,Reeve Aleutian Airways,REEVE,United States
RBH,Regal Bahamas International Airways,CALYPSO,Bahamas
RGY,Regency Airlines,REGENCY,United States
RAH,Regent Air,REGENT,Canada
RAG,Regio Air,GERMAN LINK,Germany
RGR,Region Air,REGIONAIR,Canada
TSH,Regional 1,TRANSCANADA,Canada
REW,Regional Air Express,REGIONAL WINGS,Germany
REG,Regional Air Services,REGIONAL SERVICES,Tanzania
RGL,Regional Air Lines,MAROC REGIONAL,Morocco
RXA,Regional Express,REX,Australia
JJM,Regional Geodata Air,GEODATA,Spain
CEA,RegionsAir,CORP-X,United States
REL,Reliance Aviation,RELIANCE AIR,United States
RLT,Reliant Airlines,RELIANT,United States
RTS,Relief Transport Services,RELIEF,United Kingdom
RAN,Renan,RENAN,Moldova
ROA,Reno Air,RENO AIR,United States
RGS,Renown Aviation,RENOWN,United States
RPA,Republic Airlines,BRICKYARD,United States
RPH,Republic Express Airlines,PUBLIC EXPRESS,Indonesia
RBC,Republicair,REPUBLICAIR,Mexico
RST,Resort Air,RESORT AIR,United States
RDS,Rhoades Aviation,RHOADES EXPRESS,United States
RIU,Riau Airlines,RIAU AIR,Indonesia
RIA,Rich International Airways,RICHAIR,United States
RVC,Richards Aviation,RIVER CITY,United States
RIC,Richardson's Airway,RICHARDSON,United States
RCA,Richland Aviation,RICHLAND,United States
HPR,Rick Lucas Helicopters,HELIPRO,New Zealand
RLE,Rico Linhas Aéreas,RICO,Brazil
RID,Ridder Avia,AKRID,Kazakhstan
RAK,Riga Airclub,SPORT CLUB,Latvia
RAZ,Rijnmond Air Services,RIJNMOND,Netherlands
RIM,Rimrock Airlines,RIMROCK,United States
SKA,Rio Air Express,RIO EXPRESS,Brazil
REO,Rio Airways,RIO,United States
GRN,Rio Grande Air,GRANDE,United States
RIO,Rio Linhas Aéreas,RIO,Brazil
RSL,Rio Sul Serviços Aéreos Regionais,RIO SUL,Brazil
RVM,River Ministries Air Charter,RIVER,South Africa
RGP,River State Government of Nigeria,GARDEN CITY,Nigeria
UNR,Rivne Universal Avia,RIVNE UNIVERSAL,Ukraine
RDL,Roadair Lines,ROADAIR,Canada
RBT,Robinton Aero,ROBIN,Dominican Republic
RBY,Vision Airlines,RUBY,United States
ROX,Roblex Aviation,ROBLEX,United States
RKW,Rockwell Collins Avionics,ROCKWELL,United States
RMA,Rocky Mountain Airways,ROCKY MOUNTAIN,United States
LIF,Rocky Mountain Holdings,LIFECARE,United States
RDZ,Rodze Air,RODZE AIR,Nigeria
FAD,Rog-Air,AIR FRONTIER,Canada
RRZ,Rollright Aviation,ROLLRIGHT,United Kingdom
RRL,Rolls-Royce Limited,MERLIN,United Kingdom
BTU,Rolls-Royce plc,ROLLS,United Kingdom
ROF,Romanian Air Force,ROMAF,Romania
RMV,Romavia,AEROMAVIA,Romania
RNS,Ronso,RONSO,Mexico
ROR,Roraima Airways,RORAIMA,Guyana
RNB,Rosneft-Baltika,ROSBALT,Russia
NRG,Ross Aviation,ENERGY,United States
RSS,Rossair,ROSS CHARTER,South Africa
ROS,Rossair Europe,CATCHER,Netherlands
SDM,Rossiya,RUSSIA,Russia
RAL,Roswell Airlines,ROSWELL,United States
RAR,Air Rarotonga,AIR RAROTONGA,Cook Islands
RTR,Rotatur,ROTATUR,Brazil
RKT,Rotormotion,ROCKET,United Kingdom
JCR,Rotterdam Jet Center,ROTTERDAM JETCENTER,Netherlands
ROV,Rover Airways International,ROVERAIR,United States
VOS,Rovos Air,ROVOS,South Africa
RCG,Royal Air Cargo,ROYAL CARGO,South Africa
RFR,Royal Air Force,RAFAIR,United Kingdom
MJN,Royal Air Force of Oman,MAJAN,Oman
ACW,Royal Air Force,AIR CADET,United Kingdom
RRR,Royal Air Force,ASCOT,United Kingdom
RRF,Royal Air Force,KITTY,United Kingdom
SHF,Royal Air Force,VORTEX,United Kingdom
RAX,Royal Air Freight,AIR ROYAL,United States
RAM,Royal Air Maroc,ROYALAIR MAROC,Morocco
RPK,Royal Airlines,ROYAL PAKISTAN,Pakistan
RLM,Royal American Airways,ROYAL AMERICAN,United States
RYL,Royal Aruban Airlines,ROYAL ARUBAN,Aruba
ASY,Royal Australian Air Force,AUSSIE,Australia
RXP,Royal Aviation Express,ROY EXPRESS,Canada
RYB,Royal Bahrain Airlines,ROYAL BAHRAIN,Bahrain
RBA,Royal Brunei Airlines,BRUNEI,Brunei
KDR,Royal Daisy Airlines,DARLINES,Uganda
RGA,Royal Ghanaian Airlines,ROYAL GHANA,Ghana
ROJ,Royal Jet,ROYALJET,United Arab Emirates
RJA,Royal Jordanian,JORDANIAN,Jordan
RJZ,Royal Jordanian Air Force,JORDAN AIR FORCE,Jordan
RKH,Royal Khmer Airlines,KHMER AIR,Cambodia
RMF,Royal Malaysian Air Force,ANGKASA,Malaysia
NVY,Royal Navy,NAVY,United Kingdom
NRN,Royal Netherland Navy,NETHERLANDS NAVY,Netherlands
NAF,Royal Netherlands Air Force,NETHERLANDS AIR FORCE,Netherlands
KIW,Royal New Zealand Air Force,KIWI,New Zealand
NOW,Royal Norwegian Air Force,NORWEGIAN,Norway
PPW,Royal Phnom Penh Airways,PHNOM-PENH AIR,Cambodia
RRA,Royal Rwanda Airlines,ROYAL RWANDA,Rwanda
RSF,Royal Saudi Air Force,ARSAF,Saudi Arabia
RYS,Royal Sky,ROYAL SKY,Thailand
RSN,Royal Swazi National Airways,SWAZI NATIONAL,Swaziland
HRH,Royal Tongan Airlines,TONGA ROYAL,Tonga
RWE,Royal West Airlines,ROYAL WEST,United States
RSB,Rubystar,RUBYSTAR,Belarus
RMG,Rumugu Air & Space Nigeria,RUMUGU AIR,Nigeria
CGI,Rusair JSAC,CGI-RUSAIR,Russia
RLU,Rusline,RUSLINE AIR,Russia
MIG,Russian Aircraft Corporation-MiG,MIG AVIA,Russia
RFF,Russian Federation Air Force,RUSSIAN AIRFORCE,Russia
ESL,Russian Sky Airlines,RADUGA,Russia
RUZ,Rusuertol,ROSTUERTOL,Russia
RUC,Rutas Aéreas,RUTACA,Venezuela
RND,Rutland Aviation,RUTLAND,United Kingdom
RWD,Rwandair Express,RWANDAIR,Rwanda
RCT,Ryan Air Service,ARCTIC TRANSPORT,United States
RYA,Ryan Air Services,RYAN AIR,United States
RYN,Ryan International Airlines,RYAN INTERNATIONAL,United States
RYR,Ryanair,RYANAIR,Ireland
RYZ,Ryazan State Air Enterprise,RYAZAN AIR,Russia
RAA,Rynes Aviation,RYNES AVIATION,United States
RAE,Régional Compagnie Aérienne Européenne,REGIONAL EUROPE,France
BVV,Sparc Avia,SPARC,Russia
SJM,Sino Jet Management,SINO SKY,China
SCH,Seychelles Airlines,OCEAN BIRD,Seychelles
BYF,San Carlos Flight Center,BAY FLIGHT,United States
SXT,Servicios de Taxi Aereos,SERTAXI,Mexico
KPM,Sky Prim Air,SKY PRIMAIR,Molodva
SJO,Spring Airlines Japan,JEY SPRING,Japan
SBD,SIBIA Aircompany Ltd,SIBIA,Russia
ART,Smartlynx Airlines,SMART LYNX,Latvia
MYX,Smartlynx Airlines Estonia,TALLINN CAT,Estonia
DES,Servicios Aereos Especializados Destina,DESTINA,Mexico
BSJ,Skybus Jet,SKYBUS JET,Bahamas
FUF,Servicios Aereos Fun Fly,SERVIFUN,Mexico
VGO,Sabaidee Airways,VIRGO,Thailand
SMU,Sanborn Map Company,SPRINGER,United States
RBR,Siam Airnet,SIAM AIRNET,Thailand
SVB,Siavia,SIAVIA,Slovenia
MHQ,Skargardshavets Helikoptertjanst,HELICARE,Finland
BIS,Sky Bishek,JUMA AIR,Krygyzstan
USW,Special Aviation Works,AKSAR,Uzbekistan
SHA,Shree Airlines,SHREEAIR,Nepal
AWU,Sylt Air GmbH,SYLT-AIR,Germany
BDS,South Asian Airlines,SOUTH ASIAN,Bangladesh
SZB,Samoa Air,SAMOA,Samoa
RZO,SATA International,AIR AZORES,Portugal
SAA,South African Airways,SPRINGBOK,South Africa
KYD,Sky Messaging,SKYAD,South Africa
SAB,Sky Way Air,SKY WORKER,Kyrgyzstan
SKV,Sky Regional Airlines,MAPLE,Canada
SAC,SASCO Airlines,SASCO,Sudan
SAG,SOS Flygambulans,MEDICAL AIR,Sweden
SAH,Sayakhat Airlines,SAYAKHAT,Kazakhstan
SAI,Shaheen Air International,SHAHEEN AIR,Pakistan
SAM,SAM Colombia,SAM,Colombia
SAN,Servicios Aéreos Nacionales (SAN),AEREOS,Ecuador
SAO,Sahel Aviation Service,SAVSER,Mali
ANX,Secretaria de Marina,SECRETARIA DEMARINA,Mexico
SAQ,Springbank Aviation,SPRINGBANK,Canada
SAS,Scandinavian Airlines,SCANDINAVIAN,Sweden, Denmark and Norway
SAW,Sham Wing Airlines,SHAMWING,Syrian Arab Republic
SAX,Sabah Air,SABAH AIR,Malaysia
SAY,ScotAirways,SUCKLING,United Kingdom
SAZ,Swiss Air-Ambulance,SWISS AMBULANCE,Switzerland
SBA,SOL Linhas Aéreas,SOL,Brazil
SBA,STA-MALI,STA-MALI,Mali
SBB,Steinman Aviation,SABER EXPRESS,United States
SEN,SevenAir,S-BAR,United States
SBF,Seven Bar Flying Service,SEVENAIR,Tunisia
SBI,S7 Airlines,SIBERIAN AIRLINES,Russia
SBL,Sobel Airlines of Ghana,SOBGHANA,Ghana
SBM,SkyBahamas,SKY BAHAMAS,Bahamas
SBO,Stabo Air,STABAIR,Zambia
SBQ,SmithKline Beecham Clinical Labs,SKIBBLE,United States
SBR,Saber Aviation,FREIGHTER,United States
SBS,Seaborne Airlines,SEABORNE,United States
SBU,St Barth Commuter,BLACK FIN,France
URJ,Star Air,STARAV,Pakistan
SBZ,Scibe Airlift,SCIBE AIRLIFT,Democratic Republic of the Congo
AME,Spanish Air Force,AIRMIL,Spain
SCA,South Central Air,SOUTH CENTRAL,United States
SCC,Seacoast Airlines,SEA-COASTER,United States
SCE,Scenic Airlines,SCENIC,United States
SCF,Socofer,SOCOFER,Angola
SCI,Servicios Aéreos San Cristóbal,SAN CRISTOBAL,Mexico
SCK,Sky Cam,SKYCAM,France
SCL,Switfair Cargo,SWIFTAIR,Canada
SCB,Saigon Capital Aircraft Management,SAIGON,Netherlands
SCN,South American Airlines,SOUTH AMERICAN,Peru
AHI,Servicios Aéreos de Chihuahua Aerochisa,AEROCHISA,Mexico
ALK,SriLankan Airlines,SRILANKAN,Sri Lanka
CDL,Sunbird Airlines,CAROLINA,United States
SCP,Scorpio Aviation,SCORPIO,Egypt
SCQ,Scandinavian Aviation Academy,SCAVAC,Sweden and San Diego
SCR,Si-Chang Flying Service,SICHART,Thailand
SCS,South African Non Scheduled Airways,SOUTHERN CHARTERS,South Africa
SCT,SAAB-Aircraft,SAAB-CRAFT,Sweden
SCV,Servicios Aéreos Del Centro,SACSA,Mexico
SCX,Sun Country Airlines,SUN COUNTRY,United States
SDA,St. Andrews Airways,SAINT ANDREWS,Canada
SDB,Sukhoi Design Bureau Company,SU-CRAFT,Russia
SDC,Sunrise Airlines,SUNDANCE,United States
SDD,Skymaster Air Taxi,SKY DANCE,United States
SDE,Q Jets Aviation Ltd.,STAMPEDE,Canada
SDF,Sundorph Aeronautical Corporation,SUNDORPH,United States
SDH,Servicio De Helicopteros,ARCOS,Spain
SDK,SADELCA - Sociedad Aérea Del Caquetá,SADELCA,Colombia
SDL,Skydrift,SKYDRIFT,United Kingdom
SDN,Spirit of Africa Airlines,BLUE NILE,Sudan
SDU,Sud Airlines,SUD LINES,France
SDV,Servicios Aéreos Del Vaupes,SELVA,Colombia
SDX,Servicio Tecnico Aero De Mexico,SERVICIO TECNICO,Mexico
SDZ,Sudan Pezetel for Aviation,SUDANA,Sudan
SEA,Southeast Air,SOUTHEAST AIR,United States
SEB,Servicios Aéreos Luce,SERVILUCE,Mexico
SED,Sedona Air Center,SEDONA AIR,United States
SEE,Shaheen Air Cargo,SHAHEEN CARGO,Pakistan
SEH,Sky Express,AIR CRETE,Greece
SEJ,Spicejet,SPICEJET,India
SEK,Skyjet,SKALA,Kazakhstan
SEL,Sentel Corporation,SENTEL,United States
SEO,Selcon Airlines,SELCON AIR,Nigeria
SEQ,Sky Eyes,SKY EYES,Thailand
SES,Servicio Aéreo Saltillo,SERVISAL,Mexico
SET,SAETA,SAETA,Ecuador
SEV,Serair Transworld Press,CARGOPRESS,Spain
SFA,SEFA,SEFA,France
SFC,Shuswap Flight Centre,SHUSWAP,Canada
SFE,Sefofane Air Charters,SEFOFANE,Botswana
SFF,Safewings Aviation Company,SWIFTWING,United States
SFG,Sun Freight Logistics,AERO GULF,Thailand
SFJ,Star Flyer,STARFLYER,Japan
SFL,Southflight Aviation,SOUTHFLIGHT,New Zealand
SFN,Safiran Airlines,SAFIRAN,Iran
SFP,Safe Air,SAFE AIR,Pakistan
SFR,Safair,CARGO,South Africa
SFS,Southern Frontier Air Transport,SOUTHERN FRONTIER,Canada
SFT,Skyfreight,SKYFREIGHT,United States
SFU,Solent Flight,SAINTS,United Kingdom
SFX,S.K. Logistics,SWAMP FOX,United States
SGB,Sky King, Inc.,SONGBIRD,United States
SGC,Southern Right Air Charter,SOUTHERNRIGHT,South Africa
SGD,Sky Gate International Aviation,AIR BISHKEK,Kyrgyzstan
SGF,STAC Swiss Government Flights,STAC,Switzerland
SGH,Servisair,SERVISAIR,United Kingdom
SGI,Servicios Aéreos Agrícolas,SERAGRI,Chile
SGK,Skyward Aviation,SKYWARD,Canada
SGM,Sky Aircraft Service,SIGMA,Netherlands
SGN,Siam GA,SIAM,Thailand
SGP,Sagolair Transportes Ejecutivos,SAGOLAIR,Spain
SGS,Saskatchewan Government Executive Air Service,SASKATCHEWAN,Canada
SGT,Skygate,SKYGATE,Netherlands
SGU,Samgau,RAUSHAN,Kazakhstan
SGY,Skagway Air Service,SKAGWAY AIR,United States
SHB,Shabair,SHABAIR,Democratic Republic of the Congo
SHC,Sky Harbor Air Service,SKY HARBOR CHEYENNE,United States
SHE,Shell Aircraft,SHELL,United Kingdom
SHG,Shoprite Group,SHOP AIR,United Kingdom
SHI,Seoul Air International,SEOUL AIR,Republic of Korea
SHJ,Sharjah Ruler's Flight,SHARJAH,United Arab Emirates
SHL,Samson Aviation,SAMSON,United Kingdom
SHM,Sheltam Aviation,SHELTAM,South Africa
SHN,Shaheen Airport Services,SUGAR ALFA,Pakistan
SHP,Service Aerien Francais,SAF,France
SHQ,Shanghai Airlines Cargo,SHANGHAI CARGO,China
SHR,Shooter Air Courier,SHOOTER,Canada
SHS,Shura Air Transport Services,SHURA AIR,Ethiopia
SHU,Sakhalinskie Aviatrassy (SAT),SATAIR,Russia
SAT,SATA Air Acores,SATA,Portugal
SHV,Shavano Air,SHAVANO,United States
SHW,Shawnee Airline,SHAWNEE,United States
SHX,Slim Aviation Services,SLIM AIR,Nigeria
SHY,Sky Airlines,ANTALYA BIRD,Turkey
SIA,Singapore Airlines,SINGAPORE,Singapore
SIB,Sibaviatrans,SIBAVIA,Russia
SIE,Sierra Express,SEREX,United States
SIH,Skynet Airlines,BLUEJET,Ireland
SIL,Servicios Aeronáuticos Integrales,SERVICIOS INTEGRALES,Mexico
SIO,Sirio,SIRIO,Italy
SIR,Salair,SALAIR,United States
SIV,Slovenian Armed Forces,SLOVENIAN,Slovenia
SIW,Sirio Executive,SIRIO EXECUTIVE,Italy
SJA,Servicios Aéreos Especiales De Jalisco,SERVICIOJAL,Mexico
SJC,Servicios Ejecutivos Continental,SERVIEJECUTIVO,Mexico
SJE,Sunair 2001,SUNBIZ,South Africa
SJJ,Spirit Aviation,SPIRIT JET,United States
SJL,Servicios Especiales Del Pacifico Jalisco,SERVICIOS JALISCO,Mexico
SJT,Swiss Jet,SWISS JET,Switzerland
SJY,Sriwijaya Air,SRIWIJAYA,Indonesia
SMY,Sama Airlines,NAJIM,Saudi Arabia
ALC,Southern Jersey Airways, Inc.,ACOM,United States
SPS,SPASA,SALDUERO,Spain
SPT,Speed Aviation,SPEED AVIATION,Bangladesh
SPU,Southeast Airmotive,SPUTTER,United States
SPV,Servicios Privados De Aviación,SERVICIOS PRIVADOS,Mexico
SPW,Speedwings,SPEEDWING,Switzerland
SQA,Slovak National Aeroclub,SLOVAK AEROCLUB,Slovakia
SQC,Singapore Airlines Cargo,SINGCARGO,Singapore
SQF,Slovak Air Force,SLOVAK AIRFORCE,Slovakia
SQL,Servicos De Alquiler,ALQUILER,Mexico
SRA,Sair Aviation,SAIR,Canada
SRC,Searca,SEARCA,Colombia
SRH,Siem Reap Airways,SIEMREAP AIR,Cambodia
SRK,Sky Work Airlines,SKYFOX,Switzerland
SRL,Swedline Express,Starline,Sweden
SRL,Servicios Aeronáuticos Aero Personal,SERVICIOS PERSONAL,Mexico
SRN,Sirair,SIRAIR,Russia
SRO,Servicios Aéreos Ejecutivos Saereo,SAEREO,Ecuador
SRQ,South East Asian Airlines,SEAIR,Philippines
SRR,Star Air,WHITESTAR,Denmark
SRS,Selkirk Remote Sensing,PHOTO CHARLIE,Canada
SRU,Star Up,STAR-UP,Peru
SRW,Sarit Airlines,SARIA,Sudan
SRX,Sierra Expressway Airlines,SIERRA EX,United States
SRZ,Strato Air Services,STRATO,South Africa
SSB,Sasair,SASIR,Canada
SSC,Southern Seaplane,SOUTHERN SKIES,United States
SSD,Star Service International,STAR SERVICE,France
SSE,Servicios Aéreos Sunset,SUNSET,Mexico
SSF,Severstal Air Company,SEVERSTAL,Russia
SSG,Slovak Government Flying Service,SLOVAK GOVERNMENT,Slovakia
BBB,SwedJet Airways,BLACKBIRD,Sweden
SSK,Skystar International,SKYSTAR,United States
SSO,Special Scope Limited,DOPE,United Kingdom
SSP,Starspeed,STARSPEED,United Kingdom
SSQ,Sunstate Airlines,SUNSTATE,Australia
SSS,SAESA,SAESA,Spain
SST,Sunwest Airlines,SUNFLIGHT,Canada
SSU,SASCA,SASCA,Venezuela
SSV,Skyservice Airlines,SKYTOUR,Canada
SSW,Streamline Aviation,STREAMLINE,United Kingdom
SSY,Sky Aviation,SIERRA SKY,Sierra Leone
SSZ,Specsavers Aviation,SPECSAVERS,United Kingdom
STA,Star Aviation,STAR,United Kingdom
STB,Status-Alpha Airline,STATUS-ALPHA,Ukraine
STC,Stadium City Limited,STADIUM,United Kingdom
STD,Servicios De Aerotransportacion De Aguascalientes,AERO AGUASCALINETES,Mexico
STE,Semitool Europe,SEMITRANS,United Kingdom
STG,Sedalia, Marshall, Boonville Stage Line,STAGE,United States
STI,Sontair,SONTAIR,Canada
STJ,Sella Aviation,STELLAVIA,Netherlands
STK,Stobart Air,STOBART,Ireland
STL,Stapleford Flight Centre,STAPLEFORD,United Kingdom
STO,Streamline Ops,SLOPS,Russia
STQ,Star Air,STERA,Indonesia
STU,Servicios de Transportes Aéreos Fueguinos,FUEGUINO,Argentina
STU,Star African Air,STARSOM,Somali Republic
SUU,Star West Aviation,SUNSTAR,United States
STV,Southern Aviation,SOUTHERN AVIATION,Ghana
STW,South West Air Corporation,SIERRA WHISKEY,Philippines
STX,Stars Away Aviation,STARSAWAY,South Africa
STY,Styrian Airways,STYRIAN,Austria
SUA,Silesia Air,AIR SILESIA,Czech Republic
SUB,Suburban Air Freight,SUB AIR,United States
SUD,Sudan Airways,SUDANAIR,Sudan
SUF,Sun Air (Fiji),SUNFLOWER,Fiji
FDY,Sun Air International,FRIENDLY,United States
SUG,Sunu Air,SUNU AIR,Senegal
SUH,Sun Light,LIGHT AIR,Kyrgyzstan
SUI,Swiss Air Force,SWISS AIR FORCE,Switzerland
SUK,Superior Aviation Services,SKYCARGO,Kenya
SUM,State Unitary Air Enterprise,SUMES,Russia
SUS,Sun Air of Scandinavia,SUNSCAN,Denmark
URF,Surf Air,SURF AIR,United States
SUT,Sistemas Aeronauuticos 2000,SISTEMAS AERONAUTICOS,Mexico
SUV,Sundance Air,DANCEAIR,Venezuela
SVA,Saudia,SAUDIA,Saudi Arabia
SVD,St. Vincent Grenadines Air (1990),GRENADINES,Saint Vincent and the Grenadines
SVF,Swedish Armed Forces,SWEDEFORCE,Sweden
AWJ,Sahel Airlines,SAHEL AIRLINES,Niger
SVH,Sterling Helicopters,SILVER,United Kingdom
SVI,Servicios De Transporte Aéreo,SETRA,Mexico
SVL,Sevastopol-Avia,SEVAVIA,Ukraine
SVN,Savanair (Angola),SAVANAIR,Angola
SVO,Servicios Aeronáuticos De Oriente,SERVIORIENTE,Mexico
SVS,Servicios Aéreos Saar,AEREOS SAAR,Mexico
SVT,Seven Four Eight Air Services,SIERRA SERVICES,Luxembourg
SVX,Security Aviation,SECURITY AIR,United States
SWA,Southwest Airlines,SOUTHWEST,United States
SWB,Swissboogie Parapro,SWISSBOOGIE,Switzerland
SWC,South West Air,SAINT CLAIR,Canada
SWD,Southern Winds Airlines,SOUTHERN WINDS,Argentina
SWE,Swedeways,SWEDELINE,Sweden
ASL,Spurling Aviation,AIR SEATTLE,United States
SWG,Sunwing Airlines,SUNWING,Canada
SWI,Sunworld Airlines,SUNWORLD,United States
SWJ,StatesWest Airlines,STATES,United States
SWO,Surinam International Victory Airline,SIVA,Suriname
SWP,Star Work Sky,STAR WORK,Italy
SWQ,Swift Air (Interstate Equipment Leasing),SWIFTFLIGHT,United States
SWR,Swiss International Air Lines,SWISS,Switzerland
SWR,Swissair,SWISSAIR,Switzerland
SWS,Sunwest Aviation (Lindquist Investment),SUNNY WEST,United States
SWT,Swiftair,SWIFT,Spain
SWU,Swiss European Air Lines,EUROSWISS,Switzerland
SWV,Swe Fly,FLYING SWEDE,Sweden
SWW,Shovkoviy Shlyah,WAY AERO,Ukraine
SWX,Swazi Express Airways,SWAZI EXPRESS,Swaziland
SWY,Sky Jet,SWISSLINK,Switzerland
SWZ,Servair, Private Charter,SWISSBIRD,Switzerland
SWZ,Skywise,SKYWISE,South Africa
SXA,Southern Cross Aviation,FERRY,United States
SXC,Sky Exec Aviation Services,SKY EXEC,Nigeria
SXE,Southeast Express Airlines,DOGWOOD EXPRESS,United States
SXM,Servicios Aéreos Especializados Mexicanos,SERVIMEX,Mexico
SXS,SunExpress,SUNEXPRESS,Turkey
SXT,Servicios De Taxi Aéreo,SERTA,Mexico
SXX,Satellite Aero,SATELLITE EXPRESS,United States
SXY,Safari Express Cargo,SAFARI EXPRESS,Kenya
SYA,Skyways,LINEAS CARDINAL,Argentina
SYC,Systec 2000,SYSTEC,United States
SYF,Sky One Express Airlines,SKY FIRST,United States
SYG,Synergy Aviation,SYNERGY,United Kingdom
SYK,Satsair,AEROCAB,United States
SYN,Syncrude Canada,SYNCRUDE,Canada
SYR,Syrian Arab Airlines,SYRIANAIR,Syrian Arab Republic
SYS,Shawbury Flying Training Unit,SHAWBURY,United Kingdom
SYV,Special Aviation Systems,SPECIAL SYSTEM,United States
SYX,Skywalk Airlines,SKYWAY-EX,United States
AZQ,Silk Way Airlines,SILK LINE,Azerbaijan
SYY,South African Historic Flight,SKY COACH,South Africa
SZT,Servicios Aeronáuticos Z,AERO ZEE,Mexico
BHV,Specavia Air Company,AVIASPEC,Russia
BLY,Starair,BLARNEY,Ireland
BNC,Sundance Air,BARNACLE AIR,United States
BRZ,Samara Airlines,BERYOZA,Russia
CBN,Swedish Civil Aviation Administration,CALIBRATION,Sweden
CDG,Shandong Airlines,SHANDONG,China
CDS,Spectrem Air,SPECDAS,South Africa
CEE,Servicios Aéreos Centrales,CENTRA AEREOS,Mexico
CFL,Swedish Airlines,SWEDISH,Sweden
CGL,Seagle Air,SEAGLE,Slovakia
CIG,Sirius-Aero,SIRIUS AERO,Russia
CNK,Sunwest Home Aviation,CHINOOK,Canada
CNO,SAS Braathens,SCANOR,Norway
CQH,Spring Airlines,AIR SPRING,China
CSC,Sichuan Airlines,SI CHUAN,China
CSH,Shanghai Airlines,SHANGHAI AIR,China
CSY,Shuangyang General Aviation,SHUANGYANG,China
CSZ,Shenzhen Airlines,SHENZHEN AIR,China
CXI,Shanxi Airlines,SHANXI,China
DKT,Sioux Falls Aviation,DAKOTA,United States
DKY,Servicios Aéreos Elite,DAKOY,Spain
DNI,Servicios Aéreos Denim,AERO DENIM,Mexico
EAB,Swiss Eagle,SWISS EAGLE,Switzerland
EAN,Skypower Express Airways,NIGERIA EXPRESS,Nigeria
ERO,Sun D'Or,ECHO ROMEO,Israel
ESK,SkyEurope,RELAX,Slovakia
EXY,South African Express,EXPRESSWAYS,South Africa
FFD,Stuttgarter Flugdienst,FIRST FLIGHT,Germany
FFH,Shalom Air Services,PEACE AIR,Nigeria
FJE,Silverjet,ENVOY,United Kingdom
FLH,Sky Bus,MILE HIGH,United States
GAD,South Coast Aviation,SOUTHCOAST,United Kingdom
GDE,Servicios Aéreos Gadel,GADEL,Mexico
GDG,S.P. Aviation,GOLDEN GATE,United States
GIK,Seba Airlines,SEBA,Guinea
GNA,Servicios Aéreos Gana,SERVIGANA,Mexico
GXL,Star XL German Airlines,STARDUST,Germany
HAU,Skyhaul,SKYHAUL,Japan
HIP,Starship,STARSA,Mexico
HJE,Servicios Ejecutivos Gosa,GOSA,Mexico
HKA,Superior Aviation,SPEND AIR,United States
HLO,Samaritan Air Service,HALO,Canada
HRI,Skyraidybos Mokymo Centras,HELIRIM,Lithuania
HSK,Sky Europe Airlines,MATRA,Slovakia
HSV,Svenska Direktflyg,HIGHSWEDE,Sweden
HSY,Sky Helicopteros,HELISKY,Spain
IGA,Skytaxi,IGUANA,Poland
ILS,Servicios Aéreos Ilsa,SERVICIOS ILSA,Mexico
INK,Sincom-Avia,SINCOM AVIA,Ukraine
IRV,Safat Airlines,SAFAT AIR,Iran
IRZ,Saha Airlines Services,SAHA,Iran
JAM,Sunline Express,SUNTRACK,Kenya
JCM,Secure Air Charter,SECUREAIR,United States
JIM,Sark International Airways,SARK,United Kingdom
JKK,Spanair,SPANAIR,Spain
KKS,Salem,KOKSHE,Kazakhstan
KOP,Servicios Aéreos Copters,COPTERS,Chile
KSP,Servicios Aéreos Expecializados En Transportes Petroleros,SAEP,Colombia
KYB,Skybridge AirOps,SKY AIROPS,Italy
KYR,Sky Aeronautical Services,SKY AERONAUTICAL,Mexico
